title,description,genres
Push,"After his father, an assassin, is brutally murdered, Nick Gant vows revenge on Division, the covert government agency that dabbles in psychic warfare and experimental drugs. Hiding in Hong Kong's underworld, Nick assembles a band of rogue psychics dedicated to destroying Division. Together with Cassie, a teenage clairvoyant, Nick goes in search of a missing girl and a stolen suitcase that could be the key to accomplishing their mutual goal.","['Unknown', 'Unknown', 'Unknown', 'Unknown']"
The Amityville Horror,"George Lutz, his wife Kathy, and their three children have just moved into a beautiful, and improbably cheap, Dutch colonial mansion nestled in the sleepy coastal town of Amityville, Long Island. However, their dream home is concealing a horrific past and soon each member of the Lutz family is plagued with increasingly strange and violent visions and impulses.",['Unknown']
Cobra,A tough-on-crime street cop must protect the only surviving witness to a strange murderous cult with far reaching plans.,"['Unknown', 'Unknown', 'Unknown']"
Leprechaun Returns,A group of unwitting sorority sisters accidentally awaken the serial-killing Leprechaun after they build a sorority house on his hunting grounds.,"['Unknown', 'Unknown']"
7500,"When terrorists try to seize control of a Berlin-Paris flight, a soft-spoken young American co-pilot struggles to save the lives of the passengers and crew while forging a surprising connection with one of the hijackers.","['Unknown', 'Unknown', 'Unknown']"
The Woman in Black,"The story follows a young lawyer, Arthur Kipps, who is ordered to travel to a remote village and sort out a recently deceased client’s papers. As he works alone in the client’s isolated house, Kipps begins to uncover tragic secrets, his unease growing when he glimpses a mysterious woman dressed only in black. Receiving only silence from the locals, Kipps is forced to uncover the true identity of the Woman in Black on his own, leading to a desperate race against time when he discovers her true identity.","['Unknown', 'Unknown', 'Unknown']"
World Trade Center,"Two police officers struggle to survive when they become trapped beneath the rubble of the World Trade Center on September 11, 2001.","['Unknown', 'Unknown', 'Unknown']"
Rifkin’s Festival,"The story of a married American couple who go to the San Sebastian Film Festival. They get caught up in the magic of the festival, the beauty and charm of Spain and the fantasy of movies. She has an affair with a brilliant French movie director, and he falls in love with a beautiful Spanish woman who lives there.","['Unknown', 'Unknown']"
The Craft: Legacy,An eclectic foursome of aspiring teenage witches get more than they bargained for as they lean into their newfound powers.,"['Unknown', 'Unknown', 'Unknown']"
Brightburn,"What if a child from another world crash-landed on Earth, but instead of becoming a hero to mankind, he proved to be something far more sinister?","['Unknown', 'Unknown']"
Under the Skin,A seductive stranger prowls the streets of Glasgow in search of prey: unsuspecting men who fall under her spell.,"['Unknown', 'Unknown', 'Unknown']"
Herbie Rides Again,The living Volkswagen Beetle helps an old lady protect her home from a corrupt developer.,"['Unknown', 'Unknown', 'Unknown', 'Unknown']"
Hitman,"A genetically engineered assassin with deadly aim, known only as ""Agent 47"" eliminates strategic targets for a top-secret organization. But when he's double-crossed, the hunter becomes the prey as 47 finds himself in a life-or-death game of international intrigue.","['Unknown', 'Unknown', 'Unknown']"
My Best Enemy,"When a neurotic hotel manager fires a maid for allegedly stealing a laptop, her son swears revenge and begins to expose his deepest secrets — only to regret it after falling for his daughter.",['Unknown']
Moonwalkers,"What if Apollo 11 never actually made it? What if, in reality, Stanley Kubrick secretly shot the famous images of the moon landing in a studio, working for the US administration? This is the premise of a totally plausible conspiracy theory that takes us to swinging sixties London, where a stubborn CIA agent will never find Kubrick but is forced to team up with a lousy manager of a seedy rock band to develop the biggest con of all time.",['Unknown']
Miracle at St. Anna,"Miracle at St. Anna chronicles the story of four American soldiers who are members of the all-black 92nd ""Buffalo Soldier"" Division stationed in Tuscany, Italy during World War II.","['Unknown', 'Unknown']"
The One,A sheriff's deputy fights an alternate universe version of himself who grows stronger with each alternate self he kills.,"['Unknown', 'Unknown', 'Unknown']"
Shanghai Knights,"When a Chinese rebel murders Chon's estranged father and escapes to England, Chon and Roy make their way to London with revenge on their minds.","['Unknown', 'Unknown', 'Unknown', 'Unknown']"
Return to Sender,A nurse living in a small town goes on a blind date with a man who is not the person he says he is.,"['Unknown', 'Unknown']"
Anchorman 2: The Legend Continues,"With the 70s behind him, San Diego's top rated newsman, Ron Burgundy, returns to take New York's first 24-hour news channel by storm.",['Unknown']
xXx: Return of Xander Cage,"Xander Cage is left for dead after an incident, though he secretly returns to action for a new, tough assignment with his handler Augustus Gibbons.","['Unknown', 'Unknown', 'Unknown']"
Surrogates,"Set in a futuristic world where humans live in isolation and interact through surrogate robots, a cop is forced to leave his home for the first time in years in order to investigate the murders of others' surrogates.","['Unknown', 'Unknown', 'Unknown']"
St. Elmo's Fire,"A group of friends graduates from the halls of Georgetown University into lives that revolve around sex and career aspirations. Kirby waits tables to pay for law school. His roommate Kevin struggles at a D.C. newspaper as he searches for the meaning of love. Jules may be an object of adoration and envy, but secretly she has problems of her own. Demure Wendy is in love with Billy—a loveable sax player and an irresponsible drunk. Alec wants it all: a career in politics and the appearance of a traditional home life. Alec’s girlfriend, Leslie, is an ambitious architect who doesn't know about his infidelity, but his new allegiance to the Republican Party is already enough to put her off marriage.","['Unknown', 'Unknown', 'Unknown']"
Final Destination 3,"High school senior Wendy's premonition of a deadly rollercoaster ride saves her life and a lucky few, but not from death itself — which seeks out those who escaped their fate.","['Unknown', 'Unknown']"
Raising Helen,"Helen Harris has a glamorous, big-city life working for one of New York's hottest modeling agencies. But suddenly her free-spirited life gets turned upside down when she must chose between the life she's always loved, and the new loves of her life!","['Unknown', 'Unknown', 'Unknown']"
Happily Mixed Up,A psychoanalyst learns to have an illness and as a consequence he decides to quit his job. All his patients get together to find a way to make him feel better.,['Unknown']
Waxwork,"Wealthy slacker college student Mark, his new girlfriend Sarah, and their friends are invited to a special showing at a mysterious wax museum which displays 18 of the most evil men of all time. After his ex-girlfriend and another friend disappear, Mark becomes suspicious.","['Unknown', 'Unknown']"
Fanboys,"In 1999, Star Wars fanatics take a cross-country trip to George Lucas' Skywalker Ranch so their dying friend can see a screening of The Phantom Menace before its release.","['Unknown', 'Unknown', 'Unknown', 'Unknown']"
TMNT,"After the defeat of their old arch nemesis, The Shredder, the Turtles have grown apart as a family. Struggling to keep them together, their rat sensei, Splinter, becomes worried when strange things begin to brew in New York City.","['Unknown', 'Unknown', 'Unknown', 'Unknown']"
